Nome,Idade,Sexo,Turma,Rm,Pontuacao,Num_simulacoes,Num_insignias
Brenda Soto,26,F,2LPNX,524212,0,3,0
David Cruz,19,M,8LPNY,630227,1110,3,6
James Salinas,30,M,4LPNZ,693712,1665,2,9
Karen Fischer,25,F,4LPNX,306960,185,3,1
Jean Smith,33,F,2LPNX,294732,185,1,1
Paul Baker,30,M,8LPNY,985948,555,2,3
Logan Archer,23,M,1LPNZ,751700,370,3,2
Laura Ballard,31,F,4LPNZ,232946,740,1,4
Eric Diaz,45,M,1LPNY,719234,185,2,1
Andrea Walters,30,F,1LPNY,507747,2775,3,15
Bruce Fritz,44,M,5LPNW,735096,370,1,2
Jose Bradley,22,M,8LPNX,455289,740,1,4
Kimberly Garcia,47,F,5LPNX,184945,185,1,1
David Garcia,50,M,4LPNW,291894,925,2,5
Rachael Brandt,26,F,1LPNX,296013,925,1,5
Richard Horne MD,41,M,8LPNX,779095,2590,3,14
Robert Pitts,42,M,7LPNY,249109,555,1,3
Gerald Hill,34,M,6LPNY,947533,370,2,2
John Brown,40,M,4LPNY,136940,740,3,4
Cody Oconnor,31,M,10LPNZ,733571,1110,2,6
Alexandra Hopkins,18,F,9LPNY,391810,740,1,4
Mr. Miguel Mitchell,49,M,1LPNX,573592,2775,3,15
Ronald Burns,21,M,2LPNZ,176453,370,3,2
Tara Lester,43,F,5LPNX,669476,0,1,0
Leslie Lewis,26,F,9LPNW,748774,0,2,0
Ryan Lopez,18,M,2LPNW,778978,740,2,4
Alexandra Logan,35,F,6LPNZ,461959,740,2,4
Kimberly Taylor,25,F,7LPNY,127136,925,1,5
Jason Wright,46,M,10LPNX,139613,740,1,4
Tracy Morrison,29,F,3LPNW,407035,185,1,1
Kristin Martin,26,F,7LPNZ,169183,370,1,2
Joshua Curtis V,48,M,7LPNZ,659871,2775,3,15
Paul Copeland,42,M,4LPNW,813669,1295,2,7
Jessica Williams,30,F,1LPNZ,454659,2220,3,12
Jennifer Obrien,35,F,5LPNZ,614719,1850,2,10
Terri Johnson,39,F,2LPNY,325439,185,2,1
Grant Drake,26,M,9LPNW,718147,555,1,3
Eric Knapp DVM,35,M,10LPNX,987364,370,1,2
Jorge Watson,31,M,8LPNX,483792,370,2,2
Collin Flores,34,M,1LPNY,132397,925,1,5
Megan Winters,46,F,7LPNW,453366,185,1,1
Bradley Lin,27,M,8LPNX,760108,1295,2,7
Justin Diaz,33,M,9LPNX,878584,2775,3,15
Clinton Molina,43,M,9LPNZ,210015,185,1,1
Priscilla Watson,41,F,5LPNZ,867880,2405,3,13
Kevin Smith,48,M,4LPNX,115872,370,1,2
Mary King,28,F,10LPNY,351875,370,1,2
Brian Fletcher,48,M,6LPNW,343438,185,2,1
Anna Huffman,50,F,9LPNY,136515,2775,3,15
Mr. William Hess,26,M,8LPNX,826910,1295,3,7
Olivia Rodgers,39,F,2LPNY,908155,0,3,0
Douglas Johnson,23,M,2LPNW,519966,1850,3,10
Andrew Dougherty,22,M,8LPNW,876149,185,2,1
Tammy Dawson,39,F,7LPNW,156874,0,2,0
Victoria Owens,28,F,1LPNZ,802408,1110,2,6
Deborah Robertson,38,F,1LPNX,312865,370,2,2
Amanda Martinez,25,F,3LPNX,591748,1295,3,7
Betty Park,33,F,10LPNZ,713059,0,1,0
Nathaniel Anderson,22,M,5LPNZ,511984,1480,3,8
Tonya Williams,27,F,4LPNX,227598,0,2,0
David Burke,22,M,4LPNZ,846796,2590,3,14
Keith Vazquez,40,M,5LPNZ,811394,925,1,5
Nichole Ortiz,43,F,7LPNX,334881,1850,2,10
Tanner Davis,36,M,6LPNX,642591,1480,2,8
Charles Rojas,45,M,9LPNY,589418,1480,3,8
Lori James,27,F,7LPNZ,270193,0,2,0
Karen Singh,19,F,9LPNY,818539,370,2,2
Jessica Webb,20,F,5LPNX,328928,740,3,4
Brenda Richardson,47,F,9LPNW,597535,740,3,4
Antonio Phillips,48,M,3LPNY,693368,1850,3,10
Johnathan Brown,21,M,8LPNZ,918382,185,2,1
Terry Walker,34,F,3LPNX,134972,185,1,1
Jason Bailey,30,M,1LPNZ,415036,2590,3,14
Carla Russo,20,F,10LPNY,823384,1480,3,8
Jonathan Castro,23,M,7LPNW,405118,185,1,1
Jessica Wagner,36,F,10LPNY,659248,740,2,4
Joseph Nelson,30,M,5LPNW,205415,0,2,0
Austin Johnson,33,M,4LPNW,582113,740,1,4
Theresa Campbell DVM,40,F,5LPNX,846133,1665,3,9
Julie Manning,29,F,8LPNY,784396,740,2,4
Michael Archer,22,M,5LPNW,242411,1110,2,6
Christopher Hawkins,23,M,9LPNW,103535,1665,2,9
Tammy Johnson,43,F,10LPNY,668966,1110,2,6
Adrian Strickland,30,M,10LPNZ,671393,370,2,2
Brian Mathews,36,M,8LPNY,707597,0,2,0
Anthony Wells,24,M,6LPNX,247275,185,1,1
Deanna Davis,48,F,2LPNZ,369204,2590,3,14
Cathy Bush,19,F,5LPNZ,934311,1850,3,10
Charles Burns,38,M,6LPNY,867140,2405,3,13
David Sharp,30,M,8LPNW,176497,1665,2,9
Zachary Lewis,28,M,5LPNX,249465,740,2,4
Steven Lester,48,M,10LPNX,702134,370,1,2
Douglas Gray,41,M,7LPNY,670513,1665,2,9
Carrie Sanders,42,F,9LPNY,416447,370,1,2
Kim Gutierrez,25,F,5LPNZ,651582,1480,2,8
Roger Bentley,43,M,1LPNX,656169,0,2,0
Mrs. Lauren Pena,37,F,3LPNZ,183415,185,3,1
Robert Barnes,36,M,5LPNX,359252,555,1,3
Lauren Fisher,41,F,10LPNW,948850,925,1,5
Mckenzie Joseph,50,F,10LPNZ,559862,1480,2,8
Edwin White,47,M,4LPNZ,713844,1665,3,9
Luke Barrera,29,M,8LPNW,481197,2405,3,13
Eric Landry,32,M,3LPNZ,963673,925,2,5
John Jarvis,24,M,10LPNY,849026,555,1,3
Veronica Lawrence,25,F,4LPNX,898287,0,2,0
Heather Johnson,20,F,7LPNZ,823302,0,1,0
Judy Briggs,31,F,8LPNW,133338,740,2,4
Shannon Young,42,F,2LPNY,474053,1110,3,6
Susan Shepard PhD,24,F,8LPNX,146012,0,1,0
Candace Stevens,44,F,1LPNY,735167,370,2,2
Allison Rich,19,F,7LPNZ,704407,1850,3,10
Justin Young,50,M,10LPNW,380563,370,1,2
Jennifer Russell,19,F,4LPNZ,325260,740,3,4
Nathan Lopez,29,M,4LPNW,276162,1295,3,7
Jerry Thomas,47,M,3LPNW,503116,740,1,4
Alexandra Freeman,38,F,6LPNY,599601,1480,3,8
Eric Evans,21,M,9LPNY,351382,2775,3,15
Erik Wallace,46,M,7LPNX,801491,925,1,5
Amanda Navarro,24,F,5LPNX,310655,740,1,4
Drew Daniels,30,M,6LPNX,341602,1850,3,10
Jessica Smith,47,F,1LPNW,370927,740,3,4
Michael Sanchez,21,M,10LPNY,662302,1480,3,8
Savannah Stevens,44,F,5LPNZ,981826,0,2,0
Sharon Liu,46,F,1LPNY,393169,185,3,1
Nancy Washington,21,F,6LPNZ,868644,1110,2,6
Jeffrey Thompson,37,M,10LPNW,714780,2035,3,11
Mr. Gerald Davidson Jr.,29,M,4LPNW,900423,0,3,0
Paul Gordon,21,M,6LPNW,676533,2405,3,13
Kristopher Elliott,35,M,4LPNY,164270,185,1,1
Micheal Kim,35,M,6LPNZ,228553,185,1,1
Lee Stone,25,M,5LPNW,220525,370,2,2
Adam Fernandez,25,M,7LPNW,690284,1110,3,6
Duane Morales DDS,29,M,6LPNW,368410,370,3,2
Marc Gonzales,25,M,6LPNY,325617,2775,3,15
Crystal Brooks,27,F,10LPNX,710492,925,1,5
Laura Massey,22,F,5LPNX,644627,740,1,4
Kathy Cobb,43,F,7LPNW,472543,2775,3,15
Bryan Nelson,20,M,6LPNW,333142,185,1,1
Anthony Watkins,23,M,2LPNX,857145,1295,3,7
Angela Dennis,23,F,1LPNY,194888,1295,2,7
Susan Cowan,38,F,6LPNW,551144,0,3,0
Stephanie Dean,21,F,9LPNW,443551,370,2,2
Alejandro Berry,33,M,6LPNY,686208,1665,3,9
Belinda Roberts,42,F,7LPNX,810563,0,1,0
Richard Gonzalez,34,M,3LPNX,438758,555,1,3
James Molina,24,M,6LPNZ,260399,185,1,1
Ashley York,27,F,3LPNX,676135,740,3,4
John Dunn,50,M,3LPNY,921158,1480,3,8
Preston Williams,33,M,10LPNX,679245,925,2,5
Bryan Horn,35,M,3LPNX,856814,2220,3,12
Amy Sexton,26,F,3LPNZ,817602,2590,3,14
Kevin Harrison,29,M,5LPNZ,369589,1110,3,6
Bryan Williams,29,M,6LPNY,489851,1850,3,10
Melissa Hernandez,20,F,4LPNZ,252229,740,2,4
Victor Mcclure,18,M,5LPNW,521612,1850,2,10
Alexandra Gomez,30,F,1LPNX,521345,2775,3,15
Jennifer Turner,43,F,5LPNZ,605637,370,1,2
Kelly Summers,26,F,8LPNZ,701719,0,2,0
David Hart,21,M,1LPNY,240137,2220,3,12
Julia Mills,38,F,2LPNY,950492,555,3,3
Danny Gordon,43,M,5LPNZ,991798,925,2,5
Erik Barton,37,M,2LPNY,293148,1665,2,9
Craig Berry,40,M,2LPNZ,243969,740,2,4
Daniel Berg MD,28,M,9LPNW,571915,185,2,1
Rebecca Mcgee,47,F,2LPNY,295935,370,1,2
Brian Molina,19,M,4LPNW,848589,370,2,2
Michael Peters,33,M,7LPNY,118548,555,1,3
Tami Castillo,27,F,2LPNW,836904,740,1,4
Alison Kirk,47,F,3LPNY,449768,1480,2,8
Crystal Lowe,32,F,6LPNY,426318,1665,2,9
Adrian Hays,23,M,10LPNY,553633,925,1,5
Donna Owens,30,F,5LPNW,639410,185,3,1
Nicholas Farmer,37,M,3LPNZ,637163,740,1,4
Peggy Fisher,34,F,2LPNX,919228,370,2,2
Jimmy Cook,50,M,8LPNZ,493775,2775,3,15
Matthew Lane,31,M,1LPNX,913715,1480,3,8
Eduardo Wilson,22,M,3LPNY,868594,185,2,1
Dr. Paul Brown III,23,M,4LPNW,706213,1295,3,7
Jessica Lane,47,F,8LPNX,313390,925,1,5
James Benjamin,50,M,6LPNY,532724,185,1,1
Katherine Hudson,36,F,7LPNX,747647,925,2,5
Jessica Simmons,29,F,4LPNZ,280231,555,2,3
Mark Garner,32,M,10LPNX,562852,370,1,2
Barbara Smith,46,F,7LPNW,460366,925,2,5
Brenda Ramos,31,F,2LPNX,146429,0,2,0
Lauren Jones,47,F,3LPNW,269710,555,3,3
Kyle Young,26,M,10LPNZ,105251,740,1,4
Mr. Chad Ballard DDS,27,M,9LPNW,842391,925,1,5
Haley Turner,31,F,1LPNY,641300,185,1,1
Kathy Mason,39,F,10LPNX,187579,0,1,0
Antonio Huang,28,M,2LPNZ,177226,925,2,5
Tracy Acosta,21,F,2LPNX,980739,1295,3,7
Dr. Stephanie Owens,37,F,9LPNY,213702,2775,3,15
Jacqueline Proctor,42,F,5LPNZ,691484,1480,2,8
Maria Sanford,38,F,5LPNY,397338,925,3,5
Dennis Hill,22,M,3LPNY,840909,370,2,2
Alexandria Goodman,30,F,9LPNY,652848,1110,3,6
Anthony Smith,29,M,4LPNZ,353529,1295,3,7
David Hayes,40,M,4LPNW,573521,1665,2,9
Javier Kidd,45,M,8LPNY,974849,0,3,0
Jonathan Crosby,49,M,8LPNZ,849832,1110,2,6
Cynthia Lee,49,F,5LPNZ,554993,2035,3,11
Melissa Figueroa,38,F,9LPNW,172624,370,2,2
Kenneth Ewing,31,M,10LPNX,121743,1295,2,7
Wanda Houston,30,F,9LPNY,173343,1665,2,9
Adrian Ford,25,M,3LPNY,318288,2590,3,14
Kendra Houston,26,F,2LPNZ,393170,2035,3,11
Marco Miller,43,M,4LPNX,513989,370,2,2
Christine Scott,41,F,8LPNY,542804,0,1,0
David Jackson,28,M,9LPNX,694869,740,1,4
Amy Thomas,36,F,2LPNZ,563851,370,1,2
Christopher Bradley,25,M,9LPNZ,224026,555,3,3
Robert Henderson,36,M,3LPNW,273423,1665,3,9
Sabrina Spencer,40,F,6LPNY,859570,740,1,4
David Ibarra,30,M,8LPNZ,983821,2590,3,14
Bradley Powers,28,M,6LPNW,907502,2775,3,15
Michelle Bennett,45,F,4LPNZ,762087,555,1,3
Nicole Hayes,43,F,2LPNZ,889176,370,1,2
Suzanne Phillips,46,F,7LPNW,551674,925,1,5
Angela Morton,44,F,3LPNZ,382581,2405,3,13
Michelle Oconnor,18,F,9LPNX,195731,555,1,3
Deborah Moore DVM,19,F,7LPNY,144609,740,1,4
Sarah Butler,27,F,10LPNW,806704,925,3,5
Gregory Morrison,35,M,6LPNX,439534,925,1,5
Wesley Bernard,35,M,7LPNY,421374,1295,3,7
James Marshall,39,M,6LPNY,391353,1480,3,8
Madeline Williams,42,F,10LPNY,547839,185,1,1
Madison Mcclain,37,F,1LPNW,646852,925,1,5
Lisa Simmons,36,F,6LPNZ,228903,1665,3,9
Renee Martinez,22,F,10LPNW,712443,555,1,3
Michelle Baker,49,F,7LPNW,573784,925,2,5
Michael Hall,20,M,9LPNX,996655,185,2,1
Katherine Ryan,27,F,7LPNY,658588,555,1,3
Jeremy Stevens,38,M,2LPNW,406230,185,1,1
Charles Johnston,33,M,10LPNZ,653037,370,1,2
Amanda Harris,22,F,4LPNZ,554544,185,1,1
Terri Brown,49,F,4LPNZ,801716,185,1,1
Joseph Conway,28,M,9LPNW,592930,740,1,4
Alyssa Woods,23,F,9LPNZ,531055,1110,3,6
Gary Mayer,22,M,6LPNW,875413,1295,2,7
Jamie Stanton,49,F,2LPNY,196246,185,1,1
Alexandria Briggs,28,F,8LPNZ,907605,2220,3,12
Stephanie Aguirre,46,F,9LPNY,388449,740,3,4
Michelle Gomez,33,F,5LPNY,987097,370,2,2
Toni Franco,49,F,10LPNX,354430,1480,2,8
Chad Alexander,43,M,2LPNZ,397644,555,3,3
Andrew Long,21,M,4LPNX,676050,555,1,3
Ruth Phillips DVM,32,F,5LPNY,860571,2775,3,15
Margaret Kidd,50,F,5LPNW,902103,0,1,0
Ashley Brown MD,40,F,7LPNZ,702430,1480,2,8
Philip Aguirre,40,M,1LPNY,839777,370,1,2
Paul Thompson,32,M,4LPNZ,439085,555,2,3
Joshua Johnson,25,M,2LPNY,790341,1850,2,10
James Allen,26,M,2LPNY,520755,1850,2,10
Wanda Green,20,F,1LPNX,228411,370,3,2
Laura Peterson,39,F,10LPNX,961776,370,1,2
Joseph Perez,20,M,7LPNX,488986,740,2,4
Janet Mcgrath,32,F,5LPNX,536096,370,1,2
William Jenkins,34,M,4LPNW,513102,1295,2,7
Amanda Thomas,46,F,7LPNY,589036,1480,2,8
Diana Walters,26,F,3LPNW,518579,0,3,0
Richard Graham,28,M,8LPNY,617585,1665,2,9
Kelli Lawrence,48,F,2LPNY,776171,185,1,1
Sarah Perez,40,F,10LPNW,579264,0,1,0
Michelle Wade,21,F,9LPNW,109588,0,3,0
Joseph Robinson,47,M,1LPNY,149303,2590,3,14
Mrs. Carrie Palmer MD,41,F,4LPNX,974592,2035,3,11
Michael Lara,23,M,1LPNX,466668,925,1,5
Brianna Conrad,36,F,4LPNZ,670285,925,1,5
Wendy Hahn,19,F,2LPNZ,755119,0,2,0
Christina Jackson,50,F,8LPNX,210763,0,2,0
Kelly Malone,39,F,5LPNW,709986,1850,3,10
James Garrett,37,M,8LPNZ,127681,0,3,0
Kevin Love,42,M,9LPNX,804773,1850,2,10
Michelle Rodriguez,30,F,1LPNZ,491019,1850,2,10
Adam Bradley,50,M,3LPNX,610928,370,2,2
Crystal Williams,18,F,10LPNY,616196,925,2,5
Amber Freeman,31,F,4LPNW,977837,555,1,3
Shannon Mcmahon,47,F,1LPNX,148388,185,2,1
Matthew Young,42,M,3LPNY,419347,555,2,3
Taylor Hardy,30,F,7LPNY,450539,185,2,1
Christopher Rivers,40,M,4LPNX,403984,370,2,2
Brenda Hernandez,22,F,6LPNX,337456,185,1,1
Nicholas Ortega,21,M,3LPNZ,520853,1665,3,9
Stephanie Smith,46,F,7LPNX,331681,740,2,4
Ethan Smith,29,M,2LPNY,234663,740,1,4
Helen Cameron,43,F,8LPNW,212345,0,2,0
Yesenia Mendez,38,F,9LPNW,809917,555,1,3
Hannah Lewis,35,F,9LPNY,527956,185,3,1
Tyler Weeks,48,M,5LPNX,348239,925,3,5
Jason Holland,20,M,5LPNZ,732933,2590,3,14
Audrey Holt,18,F,4LPNZ,524456,370,2,2
Jackie Hodges,24,F,5LPNW,240955,1110,2,6
Seth Montoya,45,M,10LPNX,981731,1850,2,10
Joshua Patel,39,M,4LPNX,524632,740,2,4
Sherry Alexander,22,F,5LPNX,300465,185,2,1
Anthony Mcneil,46,M,2LPNW,679972,740,1,4
Peter Saunders,45,M,7LPNW,364535,1665,2,9
Sharon Owens,26,F,2LPNY,661964,740,1,4
Anita Bruce,22,F,5LPNX,880057,925,1,5
Eric Casey,26,M,2LPNY,437634,1295,2,7
Michael Collins,32,M,4LPNX,999127,370,2,2
Jacob Anderson,47,M,1LPNW,590292,925,2,5
Frank Wilson,25,M,5LPNX,791419,555,1,3
David Sellers,36,M,8LPNZ,296024,1665,3,9
Christopher Fox,33,M,1LPNZ,757823,0,1,0
Catherine Gilbert,34,F,8LPNY,775596,370,2,2
Paula Gonzalez,42,F,1LPNW,579879,185,2,1
Deborah Perry,50,F,7LPNW,783217,555,2,3
Taylor Ellis,28,F,8LPNY,652127,370,1,2
Matthew Walker,21,M,4LPNW,480238,370,3,2
Brenda Brooks,46,F,3LPNY,462846,740,2,4
Angela Diaz,46,F,10LPNW,579129,1850,2,10
Erin Montoya,40,F,10LPNY,682926,0,2,0
Jennifer Wells,28,F,9LPNX,549109,555,1,3
Robert Jones,22,M,4LPNW,431802,0,2,0
Daniel Hoover,30,M,4LPNW,642114,1110,2,6
Nicole Parks,29,F,7LPNZ,483178,740,1,4
Michael Garcia,23,M,6LPNW,370809,2220,3,12
Jackson Deleon,45,M,4LPNY,137845,555,2,3
William Meadows,41,M,1LPNY,352204,370,1,2
Jessica Riggs,32,F,8LPNW,511617,2035,3,11
Gregory Shaw,49,M,7LPNW,598407,370,1,2
Beverly Morales,32,F,3LPNZ,343564,740,1,4
Mackenzie Gillespie,31,F,5LPNX,635849,0,2,0
William Gilbert,49,M,9LPNW,132404,0,1,0
Jason Taylor,31,M,3LPNZ,973530,0,1,0
Erika Hester,23,F,3LPNZ,862219,925,1,5
Karina Wolfe,35,F,2LPNY,365517,1295,2,7
Michelle Jackson,24,F,9LPNZ,652969,925,1,5
Casey West,26,F,10LPNY,759577,370,1,2
Tyler Fitzgerald,30,M,1LPNX,466784,1295,2,7
Paul Ramirez,41,M,2LPNY,677391,555,1,3
Jared Scott,32,M,7LPNY,311088,370,1,2
Savannah Cunningham,30,F,4LPNX,718563,1850,2,10
Keith Mcdonald,29,M,4LPNW,575747,740,2,4
Gina Santos,34,F,6LPNZ,775093,2405,3,13
Carol Torres,32,F,6LPNX,353115,925,1,5
Karen Mclaughlin,28,F,2LPNY,223730,555,1,3
Christopher Travis,19,M,3LPNZ,835205,555,1,3
Todd Parker,34,M,8LPNW,286919,1480,3,8
Amy Burgess,50,F,1LPNZ,690208,370,2,2
Joseph Baxter,22,M,7LPNY,579595,555,3,3
Christy Mason,23,F,6LPNW,193053,1110,3,6
Steven Bradley,37,M,3LPNW,804806,925,2,5
Felicia Warner,28,F,10LPNW,498449,2775,3,15
Emily Sandoval,45,F,3LPNY,728954,1665,3,9
Tracy Stephens,21,F,7LPNZ,415080,1110,3,6
Adam Schmidt,33,M,1LPNX,581867,1850,2,10
Robert Barnes,36,M,1LPNW,831246,1850,2,10
Jeffrey Cohen,44,M,7LPNZ,499992,1295,3,7
Allison Martin,21,F,5LPNZ,375987,925,2,5
Jessica Wilson,24,F,9LPNX,179889,370,2,2
Peter Johnson,28,M,4LPNX,741339,740,2,4
Alexandra Green,35,F,4LPNZ,504686,2775,3,15
Jennifer Arroyo,26,F,5LPNW,981152,2035,3,11
Kathleen Lin,31,F,7LPNZ,418576,185,1,1
Manuel Gibson,20,M,7LPNW,292766,740,1,4
Aaron Robbins,37,M,10LPNW,536685,1295,2,7
Christopher Ochoa,24,M,1LPNY,140400,740,2,4
Stephen Perez,27,M,3LPNY,210224,370,3,2
Zachary Anderson,39,M,9LPNX,301831,370,2,2
Dorothy Sanchez,29,F,4LPNX,359192,925,2,5
Nathaniel Ferrell,36,M,2LPNZ,531751,1480,3,8
Brandon Meyer,46,M,10LPNX,705966,555,3,3
Brad Rich,18,M,3LPNW,297436,370,1,2
Kevin Richards,18,M,5LPNX,340441,925,1,5
Olivia Anderson,39,F,8LPNY,868810,1850,3,10
Dr. Julie Williamson DDS,50,F,3LPNX,722631,1665,3,9
Christopher Gutierrez,47,M,7LPNY,772742,555,1,3
Michael Bruce,25,M,8LPNY,615647,1295,3,7
Travis Crawford,35,M,10LPNX,672133,0,3,0
Kimberly Ortiz,44,F,5LPNX,755214,370,1,2
Jonathon Hill,47,M,3LPNW,785518,1850,3,10
Mike Holt,49,M,5LPNX,228609,370,1,2
Anthony Higgins,22,M,6LPNX,986675,185,1,1
Kayla West,24,F,8LPNX,743361,555,2,3
Jennifer Fields,18,F,8LPNZ,418527,1480,2,8
Jamie Shelton,34,F,4LPNY,780620,1480,2,8
Rachel Terry,32,F,2LPNW,363887,1665,2,9
Stephen Taylor,18,M,2LPNY,487871,2035,3,11
Lisa Allison,34,F,3LPNZ,147775,925,3,5
Derek Allen,25,M,3LPNY,292545,1295,2,7
Matthew Diaz,28,M,7LPNX,798477,740,1,4
Kelly Johnson,42,F,2LPNW,557784,185,1,1
Michael Conley MD,30,M,10LPNY,162013,370,1,2
Norman King,24,M,10LPNX,247601,555,1,3
Jonathan Benitez,48,M,6LPNX,320451,2775,3,15
Maria Conner,21,F,1LPNY,488670,0,3,0
Patrick Rowland,26,M,7LPNZ,382592,740,1,4
William Gonzalez,43,M,4LPNW,351534,1850,2,10
Carrie Ortiz,42,F,4LPNW,621375,555,1,3
Kristy Harris,45,F,6LPNX,373367,1295,2,7
Sarah Smith,25,F,2LPNZ,473270,1850,2,10
Bridget Johnson,38,F,2LPNX,871122,1850,2,10
Hunter Hernandez,20,M,8LPNW,950932,925,3,5
Dalton Gibbs,32,M,10LPNX,469809,185,1,1
Nancy Coleman,33,F,1LPNX,310400,2590,3,14
Laura Wyatt,19,F,8LPNY,770588,185,1,1
Olivia Wilson,32,F,10LPNX,114696,370,1,2
Keith Khan,37,M,4LPNW,223220,740,2,4
Brittany May,25,F,7LPNZ,795701,740,1,4
Jessica Gibson,48,F,5LPNX,465042,370,1,2
Lindsey Cook,49,F,7LPNW,232897,925,3,5
Rebecca Webb,40,F,8LPNW,835785,555,3,3
Brian Williams,19,M,10LPNX,441231,925,1,5
Jonathan Bennett,37,M,9LPNY,466521,1295,2,7
Theresa Campbell,21,F,4LPNW,293463,925,3,5
Rodney Gregory,36,M,4LPNY,497168,1665,2,9
Brian Thomas,32,M,6LPNY,819867,555,3,3
Leslie Black,33,F,6LPNW,494060,185,2,1
Jenna Ali,28,F,6LPNY,986155,370,1,2
Tanya Vazquez,44,F,7LPNW,140842,740,1,4
Christopher Hammond,23,M,10LPNY,570846,370,2,2
Anna Ortiz,38,F,9LPNY,801032,2590,3,14
Thomas Smith,27,M,1LPNZ,939546,370,3,2
Jessica Bird,38,F,4LPNY,853920,0,3,0
Jacob Becker,36,M,7LPNW,456959,2405,3,13
Kevin Nolan,19,M,5LPNY,678596,925,3,5
Annette Velazquez,22,F,8LPNX,314674,0,1,0
Anita Green,49,F,5LPNZ,507707,555,1,3
David Soto,37,M,7LPNY,759665,740,1,4
Sara Miller,45,F,7LPNW,374932,0,1,0
Melissa Fritz,36,F,4LPNY,148061,370,1,2
Sean Wells,25,M,5LPNY,470932,370,1,2
Christine Banks,36,F,6LPNW,844302,740,1,4
David Ruiz,35,M,5LPNW,125026,1480,3,8
Nicole Jenkins,36,F,10LPNY,530207,555,1,3
Ricky Hill,34,M,10LPNZ,125031,370,1,2
James Ruiz,45,M,8LPNZ,325547,2405,3,13
Paul Herrera,24,M,1LPNX,572282,185,3,1
Ashley Garcia,43,F,8LPNX,993756,370,1,2
Alexander Vaughn,35,M,9LPNY,636745,370,2,2
Phillip Caldwell,48,M,7LPNW,225889,1665,3,9
Kelly Murray,45,F,9LPNX,274252,370,1,2
Joshua Hood,38,M,4LPNX,996360,1480,3,8
Mark Robles,29,M,1LPNW,521471,555,1,3
Lynn Parks,32,F,7LPNY,337236,740,2,4
Antonio Williams MD,27,M,8LPNZ,529617,0,1,0
Richard Jimenez,30,M,6LPNW,765682,925,1,5
Diana Reed,29,F,7LPNZ,616057,185,3,1
Rhonda Mccoy,34,F,10LPNY,293641,1110,3,6
Melissa Conway,47,F,4LPNZ,806705,0,1,0
Matthew Hughes,48,M,3LPNZ,917916,2775,3,15
Benjamin Ellis,47,M,5LPNY,988840,555,2,3
Steven Sanchez,43,M,6LPNW,896642,370,1,2
Christopher Lara,40,M,8LPNW,931782,370,1,2
Jesse Parker,44,M,1LPNW,771312,740,1,4
Benjamin Nelson,45,M,8LPNY,502570,2405,3,13
Annette Jones,19,F,5LPNY,379557,925,1,5
Nathaniel Roy,32,M,9LPNZ,916681,740,1,4
Christina Murphy,38,F,8LPNX,615501,2035,3,11
George Haynes,50,M,3LPNX,194110,2405,3,13
Bobby Walker,29,M,10LPNX,412747,740,1,4
Robin Arnold,19,F,7LPNZ,770498,1295,2,7
Jennifer Figueroa,36,F,6LPNX,815818,0,1,0
Jeremy Lopez,48,M,3LPNX,948055,1480,2,8
James Stewart,49,M,8LPNW,801504,370,1,2
Adam Watkins,38,M,8LPNX,381316,0,2,0
Sergio Hardy,20,M,3LPNZ,408911,2405,3,13
Christopher Whitehead,27,M,1LPNW,176938,185,2,1
Tracy Greer,34,F,1LPNY,906152,1665,2,9
Christopher Hogan,50,M,6LPNZ,837072,370,3,2
John Smith,33,M,7LPNY,441442,555,3,3
Leslie Wells,32,F,9LPNZ,270618,740,1,4
Cynthia Hickman,36,F,9LPNX,157629,555,1,3
Angela Rice MD,46,F,4LPNW,238843,925,2,5
Zachary Cooke,21,M,9LPNX,263739,555,3,3
Bradley Nelson,43,M,6LPNX,630507,740,2,4
Anne Alvarez,40,F,4LPNZ,931699,555,1,3
Steven Tran,21,M,3LPNW,250069,1480,2,8
James Ballard,20,M,9LPNZ,525981,185,1,1
Gregory Hogan,45,M,4LPNX,918091,925,1,5
Paula Briggs,26,F,5LPNW,254163,740,3,4
Timothy Douglas,25,M,2LPNZ,504177,555,1,3
Nicholas Townsend,50,M,3LPNZ,624314,1480,3,8
Brian Taylor,40,M,2LPNW,851282,185,1,1
Natasha Nash,36,F,7LPNY,283486,740,2,4
Amber Johnson,31,F,8LPNZ,468845,185,3,1
Sherri Lamb,37,F,1LPNX,453448,2405,3,13
Sean Keller,41,M,10LPNY,740114,2405,3,13
James Wong,31,M,6LPNY,397960,185,1,1
Leon Wood,41,M,8LPNZ,652588,1850,3,10
Megan Young,50,F,9LPNX,808304,740,2,4
Brian Rojas,30,M,5LPNW,490135,0,1,0
Nathan Nolan,20,M,10LPNW,342501,555,2,3
Kathleen Woods,47,F,10LPNW,345579,2775,3,15
Kayla Smith,49,F,4LPNX,805153,925,1,5
Jeffrey Williams,27,M,4LPNZ,927679,185,1,1
Melissa Cook,46,F,3LPNY,790200,555,1,3
Gail Hart,45,F,10LPNX,448072,1110,2,6
Mary Bennett,19,F,2LPNX,855358,1665,2,9
Anne Morales,50,F,7LPNW,162243,925,1,5
Brooke Stafford,43,F,4LPNX,682437,185,2,1
Shane Cox,43,M,1LPNW,771749,1665,3,9
Sarah Zimmerman,37,F,9LPNW,110257,1665,2,9
Michelle Harris,30,F,10LPNY,713122,925,2,5
